zipcode,group
83126,Very-Cold/Cold
83127,Very-Cold/Cold
83128,Very-Cold/Cold
83201,Very-Cold/Cold
83202,Very-Cold/Cold
83203,N/A
83204,Very-Cold/Cold
83205,N/A
83206,N/A
83209,Very-Cold/Cold
83210,Very-Cold/Cold
83211,Very-Cold/Cold
83212,Very-Cold/Cold
83213,Very-Cold/Cold
83214,Very-Cold/Cold
83215,Very-Cold/Cold
83217,Very-Cold/Cold
83218,N/A
83220,Very-Cold/Cold
83221,Very-Cold/Cold
83223,N/A
83226,Very-Cold/Cold
83227,Very-Cold/Cold
83228,Very-Cold/Cold
83229,Very-Cold/Cold
83230,Very-Cold/Cold
83232,Very-Cold/Cold
83233,N/A
83234,Very-Cold/Cold
83235,Very-Cold/Cold
83236,Very-Cold/Cold
83237,Very-Cold/Cold
83238,Very-Cold/Cold
83239,N/A
83241,Very-Cold/Cold
83243,Very-Cold/Cold
83244,Very-Cold/Cold
83245,Very-Cold/Cold
83246,Very-Cold/Cold
83250,Very-Cold/Cold
83251,Very-Cold/Cold
83252,Very-Cold/Cold
83253,Very-Cold/Cold
83254,Very-Cold/Cold
83255,Very-Cold/Cold
83256,N/A
83261,N/A
83262,Very-Cold/Cold
83263,Very-Cold/Cold
83271,Very-Cold/Cold
83272,Very-Cold/Cold
83274,Very-Cold/Cold
83276,Very-Cold/Cold
83277,Very-Cold/Cold
83278,Very-Cold/Cold
83281,N/A
83283,Very-Cold/Cold
83285,Very-Cold/Cold
83286,Very-Cold/Cold
83287,Very-Cold/Cold
83301,Very-Cold/Cold
83302,Very-Cold/Cold
83303,N/A
83311,Very-Cold/Cold
83312,N/A
83313,Very-Cold/Cold
83314,Very-Cold/Cold
83316,Very-Cold/Cold
83318,Very-Cold/Cold
83320,Very-Cold/Cold
83321,Very-Cold/Cold
83322,Very-Cold/Cold
83323,Very-Cold/Cold
83324,Very-Cold/Cold
83325,Very-Cold/Cold
83327,Very-Cold/Cold
83328,Very-Cold/Cold
83330,Very-Cold/Cold
83332,Very-Cold/Cold
83333,Very-Cold/Cold
83334,Very-Cold/Cold
83335,Very-Cold/Cold
83336,Very-Cold/Cold
83337,N/A
83338,Very-Cold/Cold
83340,Very-Cold/Cold
83341,Very-Cold/Cold
83342,Very-Cold/Cold
83343,N/A
83344,Very-Cold/Cold
83346,Very-Cold/Cold
83347,Very-Cold/Cold
83348,Very-Cold/Cold
83349,Very-Cold/Cold
83350,Very-Cold/Cold
83352,Very-Cold/Cold
83353,N/A
83354,N/A
83355,Very-Cold/Cold
83401,Very-Cold/Cold
83402,Very-Cold/Cold
83403,N/A
83404,Very-Cold/Cold
83405,N/A
83406,Very-Cold/Cold
83414,Very-Cold/Cold
83415,Very-Cold/Cold
83420,Very-Cold/Cold
83421,N/A
83422,Very-Cold/Cold
83423,Very-Cold/Cold
83424,Very-Cold/Cold
83425,Very-Cold/Cold
83427,Very-Cold/Cold
83428,Very-Cold/Cold
83429,Very-Cold/Cold
83431,Very-Cold/Cold
83433,N/A
83434,Very-Cold/Cold
83435,Very-Cold/Cold
83436,Very-Cold/Cold
83438,N/A
83440,Very-Cold/Cold
83441,Very-Cold/Cold
83442,Very-Cold/Cold
83443,Very-Cold/Cold
83444,Very-Cold/Cold
83445,Very-Cold/Cold
83446,Very-Cold/Cold
83448,Very-Cold/Cold
83449,Very-Cold/Cold
83450,Very-Cold/Cold
83451,Very-Cold/Cold
83452,Very-Cold/Cold
83454,N/A
83455,Very-Cold/Cold
83460,Very-Cold/Cold
83462,Very-Cold/Cold
83463,Very-Cold/Cold
83464,Very-Cold/Cold
83465,N/A
83466,Very-Cold/Cold
83467,Very-Cold/Cold
83468,N/A
83469,Very-Cold/Cold
83501,Very-Cold/Cold
83520,Very-Cold/Cold
83522,Very-Cold/Cold
83523,Very-Cold/Cold
83524,Very-Cold/Cold
83525,Very-Cold/Cold
83526,Very-Cold/Cold
83530,Very-Cold/Cold
83531,N/A
83533,Very-Cold/Cold
83535,Very-Cold/Cold
83536,Very-Cold/Cold
83537,Very-Cold/Cold
83539,Very-Cold/Cold
83540,Very-Cold/Cold
83541,Very-Cold/Cold
83542,Very-Cold/Cold
83543,Very-Cold/Cold
83544,Very-Cold/Cold
83545,Very-Cold/Cold
83546,Very-Cold/Cold
83547,Very-Cold/Cold
83548,Very-Cold/Cold
83549,Very-Cold/Cold
83552,Very-Cold/Cold
83553,Very-Cold/Cold
83554,Very-Cold/Cold
83555,Very-Cold/Cold
83601,N/A
83602,Very-Cold/Cold
83604,Very-Cold/Cold
83605,Very-Cold/Cold
83606,N/A
83607,Very-Cold/Cold
83610,Very-Cold/Cold
83611,Very-Cold/Cold
83612,Very-Cold/Cold
83615,Very-Cold/Cold
83616,Very-Cold/Cold
83617,Very-Cold/Cold
83619,Very-Cold/Cold
83622,Very-Cold/Cold
83623,Very-Cold/Cold
83624,Very-Cold/Cold
83626,Very-Cold/Cold
83627,Very-Cold/Cold
83628,Very-Cold/Cold
83629,Very-Cold/Cold
83630,N/A
83631,Very-Cold/Cold
83632,Very-Cold/Cold
83633,Very-Cold/Cold
83634,Very-Cold/Cold
83635,N/A
83636,N/A
83637,Very-Cold/Cold
83638,Very-Cold/Cold
83639,Very-Cold/Cold
83641,Very-Cold/Cold
83642,Very-Cold/Cold
83643,Very-Cold/Cold
83644,Very-Cold/Cold
83645,Very-Cold/Cold
83646,Very-Cold/Cold
83647,Very-Cold/Cold
83648,Very-Cold/Cold
83650,Very-Cold/Cold
83651,Very-Cold/Cold
83652,N/A
83653,N/A
83654,Very-Cold/Cold
83655,Very-Cold/Cold
83656,N/A
83657,Very-Cold/Cold
83660,Very-Cold/Cold
83661,Very-Cold/Cold
83666,Very-Cold/Cold
83669,Very-Cold/Cold
83670,Very-Cold/Cold
83671,N/A
83672,Very-Cold/Cold
83676,Very-Cold/Cold
83677,Very-Cold/Cold
83680,N/A
83686,Very-Cold/Cold
83687,Very-Cold/Cold
83701,N/A
83702,Very-Cold/Cold
83703,Very-Cold/Cold
83704,Very-Cold/Cold
83705,Very-Cold/Cold
83706,Very-Cold/Cold
83707,N/A
83708,Very-Cold/Cold
83709,Very-Cold/Cold
83711,N/A
83712,Very-Cold/Cold
83713,Very-Cold/Cold
83714,Very-Cold/Cold
83715,N/A
83716,Very-Cold/Cold
83717,N/A
83719,N/A
83720,Very-Cold/Cold
83721,Very-Cold/Cold
83722,Very-Cold/Cold
83724,Very-Cold/Cold
83725,Very-Cold/Cold
83726,Very-Cold/Cold
83727,Very-Cold/Cold
83728,Very-Cold/Cold
83729,Very-Cold/Cold
83730,Very-Cold/Cold
83731,Very-Cold/Cold
83732,Very-Cold/Cold
83733,Very-Cold/Cold
83735,Very-Cold/Cold
83756,Very-Cold/Cold
83757,Very-Cold/Cold
83799,N/A
83801,Very-Cold/Cold
83802,Very-Cold/Cold
83803,Very-Cold/Cold
83804,Very-Cold/Cold
83805,Very-Cold/Cold
83806,N/A
83808,Very-Cold/Cold
83809,Very-Cold/Cold
83810,Very-Cold/Cold
83811,Very-Cold/Cold
83812,Very-Cold/Cold
83813,Very-Cold/Cold
83814,Very-Cold/Cold
83815,Very-Cold/Cold
83816,N/A
83821,Very-Cold/Cold
83822,Very-Cold/Cold
83823,Very-Cold/Cold
83824,Very-Cold/Cold
83825,N/A
83826,N/A
83827,N/A
83830,Very-Cold/Cold
83832,Very-Cold/Cold
83833,Very-Cold/Cold
83834,Very-Cold/Cold
83835,Very-Cold/Cold
83836,Very-Cold/Cold
83837,Very-Cold/Cold
83839,Very-Cold/Cold
83840,N/A
83841,N/A
83842,Very-Cold/Cold
83843,Very-Cold/Cold
83844,Very-Cold/Cold
83845,Very-Cold/Cold
83846,Very-Cold/Cold
83847,Very-Cold/Cold
83848,Very-Cold/Cold
83849,N/A
83850,Very-Cold/Cold
83851,Very-Cold/Cold
83852,Very-Cold/Cold
83853,Very-Cold/Cold
83854,Very-Cold/Cold
83855,Very-Cold/Cold
83856,Very-Cold/Cold
83857,Very-Cold/Cold
83858,Very-Cold/Cold
83860,Very-Cold/Cold
83861,Very-Cold/Cold
83864,Very-Cold/Cold
83865,N/A
83866,N/A
83867,N/A
83868,Very-Cold/Cold
83869,Very-Cold/Cold
83870,Very-Cold/Cold
83871,Very-Cold/Cold
83872,Very-Cold/Cold
83873,Very-Cold/Cold
83874,N/A
83876,Very-Cold/Cold
83877,N/A
84001,Very-Cold/Cold
84002,Very-Cold/Cold
84003,Very-Cold/Cold
84004,Very-Cold/Cold
84005,Very-Cold/Cold
84006,Very-Cold/Cold
84007,Very-Cold/Cold
84008,Very-Cold/Cold
84010,Very-Cold/Cold
84011,N/A
84013,Very-Cold/Cold
84014,Very-Cold/Cold
84015,Very-Cold/Cold
84016,N/A
84017,Very-Cold/Cold
84018,Very-Cold/Cold
84020,Very-Cold/Cold
84021,Very-Cold/Cold
84022,Very-Cold/Cold
84023,Very-Cold/Cold
84024,N/A
84025,Very-Cold/Cold
84026,Very-Cold/Cold
84027,N/A
84028,Very-Cold/Cold
84029,Very-Cold/Cold
84031,Very-Cold/Cold
84032,Very-Cold/Cold
84033,N/A
84034,Very-Cold/Cold
84035,Very-Cold/Cold
84036,Very-Cold/Cold
84037,Very-Cold/Cold
84038,Very-Cold/Cold
84039,Very-Cold/Cold
84040,Very-Cold/Cold
84041,Very-Cold/Cold
84042,Very-Cold/Cold
84043,Very-Cold/Cold
84044,Very-Cold/Cold
84045,Very-Cold/Cold
84046,Very-Cold/Cold
84047,Very-Cold/Cold
84049,Very-Cold/Cold
84050,Very-Cold/Cold
84051,Very-Cold/Cold
84052,Very-Cold/Cold
84053,Very-Cold/Cold
84054,Very-Cold/Cold
84055,Very-Cold/Cold
84056,Very-Cold/Cold
84057,Very-Cold/Cold
84058,Very-Cold/Cold
84059,N/A
84060,Very-Cold/Cold
84061,Very-Cold/Cold
84062,Very-Cold/Cold
84063,Very-Cold/Cold
84064,Very-Cold/Cold
84065,Very-Cold/Cold
84066,Very-Cold/Cold
84067,Very-Cold/Cold
84068,N/A
84069,Very-Cold/Cold
84070,Very-Cold/Cold
84071,Very-Cold/Cold
84072,Very-Cold/Cold
84073,Very-Cold/Cold
84074,Very-Cold/Cold
84075,Very-Cold/Cold
84076,Very-Cold/Cold
84078,Very-Cold/Cold
84079,N/A
84080,Very-Cold/Cold
84081,Very-Cold/Cold
84082,Very-Cold/Cold
84083,Very-Cold/Cold
84084,Very-Cold/Cold
84085,Very-Cold/Cold
84086,Very-Cold/Cold
84087,Very-Cold/Cold
84088,Very-Cold/Cold
84089,N/A
84090,N/A
84091,N/A
84092,Very-Cold/Cold
84093,Very-Cold/Cold
84094,Very-Cold/Cold
84095,Very-Cold/Cold
84096,Very-Cold/Cold
84097,Very-Cold/Cold
84098,Very-Cold/Cold
84101,Very-Cold/Cold
84102,Very-Cold/Cold
84103,Very-Cold/Cold
84104,Very-Cold/Cold
84105,Very-Cold/Cold
84106,Very-Cold/Cold
84107,Very-Cold/Cold
84108,Very-Cold/Cold
84109,Very-Cold/Cold
84110,N/A
84111,Very-Cold/Cold
84112,Very-Cold/Cold
84113,Very-Cold/Cold
84114,Very-Cold/Cold
84115,Very-Cold/Cold
84116,Very-Cold/Cold
84117,Very-Cold/Cold
84118,Very-Cold/Cold
84119,Very-Cold/Cold
84120,Very-Cold/Cold
84121,Very-Cold/Cold
84122,N/A
84123,Very-Cold/Cold
84124,Very-Cold/Cold
84125,N/A
84126,N/A
84127,N/A
84128,Very-Cold/Cold
84129,Very-Cold/Cold
84130,N/A
84131,N/A
84132,Very-Cold/Cold
84133,Very-Cold/Cold
84134,Very-Cold/Cold
84136,Very-Cold/Cold
84138,Very-Cold/Cold
84139,Very-Cold/Cold
84141,Very-Cold/Cold
84143,Very-Cold/Cold
84144,Very-Cold/Cold
84145,N/A
84147,N/A
84148,Very-Cold/Cold
84150,Very-Cold/Cold
84151,N/A
84152,N/A
84157,N/A
84158,N/A
84165,N/A
84170,N/A
84171,N/A
84180,Very-Cold/Cold
84184,Very-Cold/Cold
84189,Very-Cold/Cold
84190,Very-Cold/Cold
84199,Very-Cold/Cold
84201,Very-Cold/Cold
84244,Very-Cold/Cold
84301,N/A
84302,Very-Cold/Cold
84304,Very-Cold/Cold
84305,N/A
84306,Very-Cold/Cold
84307,Very-Cold/Cold
84308,Very-Cold/Cold
84309,Very-Cold/Cold
84310,Very-Cold/Cold
84311,Very-Cold/Cold
84312,Very-Cold/Cold
84313,Very-Cold/Cold
84314,Very-Cold/Cold
84315,Very-Cold/Cold
84316,N/A
84317,Very-Cold/Cold
84318,Very-Cold/Cold
84319,Very-Cold/Cold
84320,Very-Cold/Cold
84321,Very-Cold/Cold
84322,Very-Cold/Cold
84323,N/A
84324,Very-Cold/Cold
84325,Very-Cold/Cold
84326,N/A
84327,N/A
84328,Very-Cold/Cold
84329,Very-Cold/Cold
84330,N/A
84331,Very-Cold/Cold
84332,Very-Cold/Cold
84333,Very-Cold/Cold
84334,N/A
84335,Very-Cold/Cold
84336,Very-Cold/Cold
84337,Very-Cold/Cold
84338,Very-Cold/Cold
84339,Very-Cold/Cold
84340,Very-Cold/Cold
84341,Very-Cold/Cold
84401,Very-Cold/Cold
84402,N/A
84403,Very-Cold/Cold
84404,Very-Cold/Cold
84405,Very-Cold/Cold
84407,Very-Cold/Cold
84408,Very-Cold/Cold
84409,N/A
84412,N/A
84414,Very-Cold/Cold
84415,N/A
84501,Very-Cold/Cold
84510,N/A
84511,Very-Cold/Cold
84512,N/A
84513,Very-Cold/Cold
84515,Very-Cold/Cold
84516,N/A
84518,N/A
84520,Very-Cold/Cold
84521,Very-Cold/Cold
84522,N/A
84523,N/A
84525,Very-Cold/Cold
84526,Very-Cold/Cold
84528,Very-Cold/Cold
84529,Very-Cold/Cold
84530,N/A
84531,N/A
84532,Very-Cold/Cold
84533,Very-Cold/Cold
84534,N/A
84535,Very-Cold/Cold
84536,N/A
84537,N/A
84539,N/A
84540,Very-Cold/Cold
84542,Very-Cold/Cold
84601,Very-Cold/Cold
84602,Very-Cold/Cold
84603,N/A
84604,Very-Cold/Cold
84605,N/A
84606,Very-Cold/Cold
84620,N/A
84621,Very-Cold/Cold
84622,N/A
84623,Very-Cold/Cold
84624,Very-Cold/Cold
84626,N/A
84627,Very-Cold/Cold
84628,N/A
84629,Very-Cold/Cold
84630,Very-Cold/Cold
84631,Very-Cold/Cold
84632,N/A
84633,N/A
84634,N/A
84635,Very-Cold/Cold
84636,N/A
84637,N/A
84638,N/A
84639,N/A
84640,N/A
84642,Very-Cold/Cold
84643,N/A
84644,N/A
84645,Very-Cold/Cold
84646,N/A
84647,Very-Cold/Cold
84648,Very-Cold/Cold
84649,N/A
84651,Very-Cold/Cold
84652,N/A
84653,Very-Cold/Cold
84654,Very-Cold/Cold
84655,Very-Cold/Cold
84656,N/A
84657,N/A
84660,Very-Cold/Cold
84662,N/A
84663,Very-Cold/Cold
84664,Very-Cold/Cold
84665,N/A
84667,Very-Cold/Cold
84701,Very-Cold/Cold
84710,N/A
84711,N/A
84712,Very-Cold/Cold
84713,Very-Cold/Cold
84714,Very-Cold/Cold
84715,N/A
84716,N/A
84717,Very-Cold/Cold
84718,N/A
84719,N/A
84720,Very-Cold/Cold
84721,Very-Cold/Cold
84722,Mixed-Dry/Hot-Dry
84723,N/A
84724,Very-Cold/Cold
84725,N/A
84726,N/A
84728,Very-Cold/Cold
84729,N/A
84730,N/A
84731,Very-Cold/Cold
84732,Very-Cold/Cold
84733,Mixed-Dry/Hot-Dry
84734,N/A
84735,N/A
84736,N/A
84737,Mixed-Dry/Hot-Dry
84738,Mixed-Dry/Hot-Dry
84739,Very-Cold/Cold
84740,N/A
84741,Very-Cold/Cold
84742,N/A
84743,N/A
84744,N/A
84745,Mixed-Dry/Hot-Dry
84746,N/A
84747,Very-Cold/Cold
84749,N/A
84750,N/A
84751,Very-Cold/Cold
84752,N/A
84753,Very-Cold/Cold
84754,Very-Cold/Cold
84755,N/A
84756,N/A
84757,Mixed-Dry/Hot-Dry
84758,N/A
84759,Very-Cold/Cold
84760,N/A
84761,N/A
84762,N/A
84763,N/A
84764,N/A
84765,Mixed-Dry/Hot-Dry
84766,Very-Cold/Cold
84767,N/A
84770,Mixed-Dry/Hot-Dry
84771,N/A
84772,N/A
84773,Very-Cold/Cold
84774,Mixed-Dry/Hot-Dry
84775,Very-Cold/Cold
84776,N/A
84779,Mixed-Dry/Hot-Dry
84780,Mixed-Dry/Hot-Dry
84781,Mixed-Dry/Hot-Dry
84782,Mixed-Dry/Hot-Dry
84783,Mixed-Dry/Hot-Dry
84784,N/A
84790,Mixed-Dry/Hot-Dry
84791,N/A
85001,N/A
85002,N/A
85003,Mixed-Dry/Hot-Dry
85004,Mixed-Dry/Hot-Dry
85005,N/A
85006,Mixed-Dry/Hot-Dry
85007,Mixed-Dry/Hot-Dry
85008,Mixed-Dry/Hot-Dry
85009,Mixed-Dry/Hot-Dry
85010,N/A
85011,N/A
85012,Mixed-Dry/Hot-Dry
85013,Mixed-Dry/Hot-Dry
85014,Mixed-Dry/Hot-Dry
85015,Mixed-Dry/Hot-Dry
85016,Mixed-Dry/Hot-Dry
85017,Mixed-Dry/Hot-Dry
85018,Mixed-Dry/Hot-Dry
85019,Mixed-Dry/Hot-Dry
85020,Mixed-Dry/Hot-Dry
85021,Mixed-Dry/Hot-Dry
85022,Mixed-Dry/Hot-Dry
85023,Mixed-Dry/Hot-Dry
85024,Mixed-Dry/Hot-Dry
85025,Mixed-Dry/Hot-Dry
85026,Mixed-Dry/Hot-Dry
85027,Mixed-Dry/Hot-Dry
85028,Mixed-Dry/Hot-Dry
85029,Mixed-Dry/Hot-Dry
85030,N/A
85031,Mixed-Dry/Hot-Dry
85032,Mixed-Dry/Hot-Dry
85033,Mixed-Dry/Hot-Dry
85034,Mixed-Dry/Hot-Dry
85035,Mixed-Dry/Hot-Dry
85036,N/A
85037,Mixed-Dry/Hot-Dry
85038,N/A
85039,Mixed-Dry/Hot-Dry
85040,Mixed-Dry/Hot-Dry
85041,Mixed-Dry/Hot-Dry
85042,Mixed-Dry/Hot-Dry
85043,Mixed-Dry/Hot-Dry
85044,Mixed-Dry/Hot-Dry
85045,Mixed-Dry/Hot-Dry
85046,N/A
85048,Mixed-Dry/Hot-Dry
85050,Mixed-Dry/Hot-Dry
85051,Mixed-Dry/Hot-Dry
85053,Mixed-Dry/Hot-Dry
85054,Mixed-Dry/Hot-Dry
85055,Mixed-Dry/Hot-Dry
85060,N/A
85061,N/A
85062,N/A
85063,N/A
85064,N/A
85065,Mixed-Dry/Hot-Dry
85066,N/A
85067,N/A
85068,N/A
85069,N/A
85070,N/A
85071,N/A
85072,N/A
85073,Mixed-Dry/Hot-Dry
85074,N/A
85075,N/A
85076,N/A
85077,Mixed-Dry/Hot-Dry
85078,N/A
85079,N/A
85080,N/A
85082,N/A
85083,Mixed-Dry/Hot-Dry
85085,Mixed-Dry/Hot-Dry
85086,Mixed-Dry/Hot-Dry
85087,Mixed-Dry/Hot-Dry
85096,Mixed-Dry/Hot-Dry
85097,Mixed-Dry/Hot-Dry
85098,Mixed-Dry/Hot-Dry
85099,Mixed-Dry/Hot-Dry
85117,Mixed-Dry/Hot-Dry
85118,Mixed-Dry/Hot-Dry
85119,Mixed-Dry/Hot-Dry
85120,Mixed-Dry/Hot-Dry
85121,Mixed-Dry/Hot-Dry
85122,Mixed-Dry/Hot-Dry
85123,Mixed-Dry/Hot-Dry
85127,Mixed-Dry/Hot-Dry
85128,Mixed-Dry/Hot-Dry
85130,Mixed-Dry/Hot-Dry
85131,Mixed-Dry/Hot-Dry
85132,Mixed-Dry/Hot-Dry
85135,Mixed-Dry/Hot-Dry
85137,Mixed-Dry/Hot-Dry
85138,Mixed-Dry/Hot-Dry
85139,Mixed-Dry/Hot-Dry
85140,Mixed-Dry/Hot-Dry
85141,Mixed-Dry/Hot-Dry
85142,Mixed-Dry/Hot-Dry
85143,Mixed-Dry/Hot-Dry
85145,Mixed-Dry/Hot-Dry
85147,Mixed-Dry/Hot-Dry
85172,Mixed-Dry/Hot-Dry
85173,Mixed-Dry/Hot-Dry
85178,Mixed-Dry/Hot-Dry
85190,Mixed-Dry/Hot-Dry
85191,Mixed-Dry/Hot-Dry
85192,Mixed-Dry/Hot-Dry
85193,Mixed-Dry/Hot-Dry
85194,Mixed-Dry/Hot-Dry
85201,Mixed-Dry/Hot-Dry
85202,Mixed-Dry/Hot-Dry
85203,Mixed-Dry/Hot-Dry
85204,Mixed-Dry/Hot-Dry
85205,Mixed-Dry/Hot-Dry
85206,Mixed-Dry/Hot-Dry
85207,Mixed-Dry/Hot-Dry
85208,Mixed-Dry/Hot-Dry
85209,Mixed-Dry/Hot-Dry
85210,Mixed-Dry/Hot-Dry
85211,N/A
85212,Mixed-Dry/Hot-Dry
85213,Mixed-Dry/Hot-Dry
85214,N/A
85215,Mixed-Dry/Hot-Dry
85216,N/A
85217,Mixed-Dry/Hot-Dry
85218,Mixed-Dry/Hot-Dry
85219,Mixed-Dry/Hot-Dry
85220,Mixed-Dry/Hot-Dry
85221,N/A
85222,Mixed-Dry/Hot-Dry
85223,Mixed-Dry/Hot-Dry
85224,Mixed-Dry/Hot-Dry
85225,Mixed-Dry/Hot-Dry
85226,Mixed-Dry/Hot-Dry
85227,Mixed-Dry/Hot-Dry
85228,Mixed-Dry/Hot-Dry
85230,Mixed-Dry/Hot-Dry
85231,Mixed-Dry/Hot-Dry
85232,Mixed-Dry/Hot-Dry
85233,Mixed-Dry/Hot-Dry
85234,Mixed-Dry/Hot-Dry
85235,N/A
85236,Mixed-Dry/Hot-Dry
85237,Mixed-Dry/Hot-Dry
85238,Mixed-Dry/Hot-Dry
85239,Mixed-Dry/Hot-Dry
85240,Mixed-Dry/Hot-Dry
85241,N/A
85242,Mixed-Dry/Hot-Dry
85243,Mixed-Dry/Hot-Dry
85244,N/A
85245,N/A
85246,N/A
85247,N/A
85248,Mixed-Dry/Hot-Dry
85249,Mixed-Dry/Hot-Dry
85250,Mixed-Dry/Hot-Dry
85251,Mixed-Dry/Hot-Dry
85252,N/A
85253,Mixed-Dry/Hot-Dry
85254,Mixed-Dry/Hot-Dry
85255,Mixed-Dry/Hot-Dry
85256,Mixed-Dry/Hot-Dry
85257,Mixed-Dry/Hot-Dry
85258,Mixed-Dry/Hot-Dry
85259,Mixed-Dry/Hot-Dry
85260,Mixed-Dry/Hot-Dry
85261,N/A
85262,Mixed-Dry/Hot-Dry
85263,Mixed-Dry/Hot-Dry
85264,Mixed-Dry/Hot-Dry
85266,Mixed-Dry/Hot-Dry
85267,N/A
85268,Mixed-Dry/Hot-Dry
85269,N/A
85271,N/A
85272,Mixed-Dry/Hot-Dry
85273,Mixed-Dry/Hot-Dry
85274,N/A
85275,N/A
85277,N/A
85278,Mixed-Dry/Hot-Dry
85279,Mixed-Dry/Hot-Dry
85280,N/A
85281,Mixed-Dry/Hot-Dry
85282,Mixed-Dry/Hot-Dry
85283,Mixed-Dry/Hot-Dry
85284,Mixed-Dry/Hot-Dry
85285,N/A
85286,Mixed-Dry/Hot-Dry
85287,Mixed-Dry/Hot-Dry
85289,Mixed-Dry/Hot-Dry
85290,Mixed-Dry/Hot-Dry
85291,N/A
85292,Mixed-Dry/Hot-Dry
85293,Mixed-Dry/Hot-Dry
85294,Mixed-Dry/Hot-Dry
85295,Mixed-Dry/Hot-Dry
85296,Mixed-Dry/Hot-Dry
85297,Mixed-Dry/Hot-Dry
85298,Mixed-Dry/Hot-Dry
85299,N/A
85301,Mixed-Dry/Hot-Dry
85302,Mixed-Dry/Hot-Dry
85303,Mixed-Dry/Hot-Dry
85304,Mixed-Dry/Hot-Dry
85305,Mixed-Dry/Hot-Dry
85306,Mixed-Dry/Hot-Dry
85307,Mixed-Dry/Hot-Dry
85308,Mixed-Dry/Hot-Dry
85309,Mixed-Dry/Hot-Dry
85310,Mixed-Dry/Hot-Dry
85311,N/A
85312,N/A
85313,Mixed-Dry/Hot-Dry
85318,N/A
85320,N/A
85321,Mixed-Dry/Hot-Dry
85322,Mixed-Dry/Hot-Dry
85323,Mixed-Dry/Hot-Dry
85324,Mixed-Dry/Hot-Dry
85325,N/A
85326,Mixed-Dry/Hot-Dry
85327,N/A
85328,Mixed-Dry/Hot-Dry
85329,N/A
85331,Mixed-Dry/Hot-Dry
85332,N/A
85333,Mixed-Dry/Hot-Dry
85334,N/A
85335,Mixed-Dry/Hot-Dry
85336,N/A
85337,Mixed-Dry/Hot-Dry
85338,Mixed-Dry/Hot-Dry
85339,Mixed-Dry/Hot-Dry
85340,Mixed-Dry/Hot-Dry
85341,N/A
85342,Mixed-Dry/Hot-Dry
85343,Mixed-Dry/Hot-Dry
85344,Mixed-Dry/Hot-Dry
85345,Mixed-Dry/Hot-Dry
85346,N/A
85347,Mixed-Dry/Hot-Dry
85348,Mixed-Dry/Hot-Dry
85349,N/A
85350,Mixed-Dry/Hot-Dry
85351,Mixed-Dry/Hot-Dry
85352,N/A
85353,Mixed-Dry/Hot-Dry
85354,Mixed-Dry/Hot-Dry
85355,Mixed-Dry/Hot-Dry
85356,Mixed-Dry/Hot-Dry
85357,N/A
85358,N/A
85359,N/A
85360,N/A
85361,Mixed-Dry/Hot-Dry
85362,N/A
85363,Mixed-Dry/Hot-Dry
85364,Mixed-Dry/Hot-Dry
85365,Mixed-Dry/Hot-Dry
85366,N/A
85367,Mixed-Dry/Hot-Dry
85369,N/A
85371,N/A
85372,N/A
85373,Mixed-Dry/Hot-Dry
85374,Mixed-Dry/Hot-Dry
85375,Mixed-Dry/Hot-Dry
85376,N/A
85377,N/A
85378,Mixed-Dry/Hot-Dry
85379,Mixed-Dry/Hot-Dry
85380,N/A
85381,Mixed-Dry/Hot-Dry
85382,Mixed-Dry/Hot-Dry
85383,Mixed-Dry/Hot-Dry
85385,N/A
85387,Mixed-Dry/Hot-Dry
85388,Mixed-Dry/Hot-Dry
85390,Mixed-Dry/Hot-Dry
85392,Mixed-Dry/Hot-Dry
85395,Mixed-Dry/Hot-Dry
85396,Mixed-Dry/Hot-Dry
85501,Mixed-Dry/Hot-Dry
85502,N/A
85530,N/A
85531,N/A
85532,N/A
85533,Mixed-Dry/Hot-Dry
85534,Mixed-Dry/Hot-Dry
85535,Mixed-Dry/Hot-Dry
85536,N/A
85539,Mixed-Dry/Hot-Dry
85540,Mixed-Dry/Hot-Dry
85541,Mixed-Dry/Hot-Dry
85542,Mixed-Dry/Hot-Dry
85543,Mixed-Dry/Hot-Dry
85544,Mixed-Dry/Hot-Dry
85545,Mixed-Dry/Hot-Dry
85546,Mixed-Dry/Hot-Dry
85547,N/A
85548,N/A
85550,N/A
85551,N/A
85552,Mixed-Dry/Hot-Dry
85553,N/A
85554,N/A
85601,N/A
85602,Mixed-Dry/Hot-Dry
85603,Mixed-Dry/Hot-Dry
85605,N/A
85606,Mixed-Dry/Hot-Dry
85607,Mixed-Dry/Hot-Dry
85608,N/A
85609,N/A
85610,Mixed-Dry/Hot-Dry
85611,Mixed-Dry/Hot-Dry
85613,Mixed-Dry/Hot-Dry
85614,Mixed-Dry/Hot-Dry
85615,Mixed-Dry/Hot-Dry
85616,Mixed-Dry/Hot-Dry
85617,Mixed-Dry/Hot-Dry
85618,Mixed-Dry/Hot-Dry
85619,N/A
85620,N/A
85621,Mixed-Dry/Hot-Dry
85622,Mixed-Dry/Hot-Dry
85623,Mixed-Dry/Hot-Dry
85624,Mixed-Dry/Hot-Dry
85625,Mixed-Dry/Hot-Dry
85626,N/A
85627,N/A
85628,N/A
85629,Mixed-Dry/Hot-Dry
85630,Mixed-Dry/Hot-Dry
85631,Mixed-Dry/Hot-Dry
85632,Mixed-Dry/Hot-Dry
85633,N/A
